           Exposure                          Description                       Date                 Temp
20221220_0000009_01                            DEXfl1376 2022-12-20T02:05:51.297251     4.31944444444444
20221220_0000009_02                            DEXfl1376 2022-12-20T02:05:51.297251     4.31944444444444
20221220_0000009_03                            DEXfl1376 2022-12-20T02:05:51.297251     4.31944444444444
20221220_0000010_01                            DEXfl1363 2022-12-20T02:38:12.001994     4.21111111111111
20221220_0000010_02                            DEXfl1363 2022-12-20T02:38:12.001994     4.21111111111111
20221220_0000010_03                            DEXfl1363 2022-12-20T02:38:12.001994     4.21111111111111
20221220_0000011_01                            DEXfl1146 2022-12-20T03:13:37.040737     4.28055555555556
20221220_0000011_02                            DEXfl1146 2022-12-20T03:13:37.040737     4.28055555555556
20221220_0000011_03                            DEXfl1146 2022-12-20T03:13:37.040737     4.28055555555556
20221220_0000012_01                            DEXfl0489 2022-12-20T03:41:00.765677     4.00555555555556
20221220_0000012_02                            DEXfl0489 2022-12-20T03:41:00.765677     4.00555555555556
20221220_0000012_03                            DEXfl0489 2022-12-20T03:41:00.765677     4.00555555555556
20221220_0000014_01                            DEXfl1836 2022-12-20T04:13:49.540676                3.885
20221220_0000014_02                            DEXfl1836 2022-12-20T04:13:49.540676                3.885
20221220_0000014_03                            DEXfl1836 2022-12-20T04:13:49.540676                3.885
20221220_0000016_01  VERFU_22III_MEDIUM_2088583760_034_E 2022-12-20T04:47:12.776508     3.80222222222222
20221220_0000016_02  VERFU_22III_MEDIUM_2088583760_034_E 2022-12-20T04:47:12.776508     3.80222222222222
20221220_0000016_03  VERFU_22III_MEDIUM_2088583760_034_E 2022-12-20T04:47:12.776508     3.80222222222222
20221220_0000017_01                               M33_p4 2022-12-20T05:12:20.116568     3.42888888888889
20221220_0000017_02                               M33_p4 2022-12-20T05:12:20.116568     3.42888888888889
20221220_0000017_03                               M33_p4 2022-12-20T05:12:20.116568     3.42888888888889
20221220_0000018_01                         A262V1_042_W 2022-12-20T05:41:56.104262                2.735
